phi0,p_ident,true_phi_star,rmse,bias,mc_std,boot_se,coverage,ci_width,n_reps
0.0,0.5,-0.006012024048096087,1.252027933189257,0.49142284569138284,1.1573557166085153,1.1382798283509405,0.99,3.298256513026052,100
0.2777777777777778,0.390591475433575,-0.006012024048096087,0.7114996148141722,0.11843687374749486,0.7051072049857835,0.8774634517683384,0.92,2.8256873747494984,100
0.5555555555555556,0.2892573607539719,-0.006012024048096087,0.5544481412308025,-0.03751503006012037,0.5559643217913623,0.7362371720131208,0.94,2.5170030060120236,100
0.8333333333333334,0.20232838096364314,-0.006012024048096087,0.7840684371938188,-0.18865731462925864,0.7648672769533117,0.7493154445632676,0.91,2.6078657314629248,100
1.1111111111111112,0.13326026290250537,-0.006012024048096087,0.9367875604693235,-0.5005611222444892,0.7958284523711368,0.885307083868042,0.87,2.9073216432865725,100
1.3888888888888888,0.0824332698739546,-0.006012024048096087,1.7794681231136191,-1.2250100200400802,1.2971831377673653,0.9963894978302679,0.77,2.9398256513026046,100
1.6666666666666667,0.047790352272814696,-0.006012024048096087,2.2644114392991948,-1.8295791583166332,1.3409627439602279,1.048878256162555,0.67,2.89054509018036,100
1.9444444444444446,0.02592093935784301,-0.006012024048096087,2.565010455619078,-2.2905811623246493,1.1601622040193342,1.0693673449981191,0.62,2.9407545090180363,100
2.2222222222222223,0.013134145691021115,-0.006012024048096087,2.744600063161992,-2.5584769539078156,0.9984964368364793,1.0007384604345924,0.61,2.7312414829659315,100
2.5,0.006209665325776159,-0.006012024048096087,2.8328496551221045,-2.698557114228456,0.8662158907957538,0.9217244393400571,0.57,2.557064128256512,100
