phi0,p_ident,mae_alpha,rmse_est,rmse_orac,rmse_both
0.0,0.5,1.1733230090025781,1.0660883411929356,0.03890666858684593,0.02702068743997304
0.28,0.38973875244420275,0.6268554665358362,0.23352825018133563,0.03890666858684593,0.02702068743997304
0.56,0.28773971884902705,0.6023728868248223,0.11139941507655632,0.03890666858684593,0.02702068743997304
1.11,0.13349951324274723,0.4174918748049022,0.253065510177019,0.03890666858684593,0.02702068743997304
