phi0,p_ident,true_phi_star,rmse,bias,mc_std,boot_se,coverage,ci_width,n_reps
0.0,0.5,-0.006012024048096087,0.8551862773111654,0.2412024048096191,0.8245996695154786,0.947254018739537,0.98,2.6078266533066126,100
0.2777777777777778,0.390591475433575,-0.006012024048096087,0.11204967782497871,0.009378757515029914,0.11221898328829387,0.6060133154810414,0.93,1.9295410821643282,100
0.5555555555555556,0.2892573607539719,-0.006012024048096087,0.3234558334767449,0.023446893787575012,0.32423012058224576,0.37102162033391345,0.92,1.1523066132264526,100
0.8333333333333334,0.20232838096364314,-0.006012024048096087,0.34050991795966634,-0.016713426853707553,0.34181285208459694,0.2619788762822395,0.89,0.8377244488977952,100
1.1111111111111112,0.13326026290250537,-0.006012024048096087,0.26675507200555537,-0.1637675350701404,0.2116278010076481,0.2659246776928855,0.84,0.9278717434869739,100
1.3888888888888888,0.0824332698739546,-0.006012024048096087,0.9573294588868763,-0.6511022044088177,0.7053515580696839,0.632667481052319,0.57,2.028060120240481,100
1.6666666666666667,0.047790352272814696,-0.006012024048096087,2.2034211669803465,-1.9288977955911826,1.07045639905759,0.8636092957364104,0.22,2.4312054108216428,100
1.9444444444444446,0.02592093935784301,-0.006012024048096087,2.9186062868396085,-2.884809619238476,0.445103685944359,0.486616985899282,0.06,1.403479959919839,100
2.2222222222222223,0.013134145691021115,-0.006012024048096087,2.993987975951904,-2.9939879759519026,1.3389793477436902e-15,0.23018180348960393,0.01,0.5525951903807612,100
2.5,0.006209665325776159,-0.006012024048096087,2.993987975951904,-2.9939879759519026,1.3389793477436902e-15,0.1220618432234512,0.03,0.37784969939879737,100
